Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal,PPK URL
9748,Sinan Aben,"",MALUKU,Kab. KEPULAUAN ARU,"","","-5.917777777777778,134.76916666666668",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9748
330,LIRANG,LIRAN,MALUKU,Kab. MALUKU BARAT DAYA,WETAR,"","-8.016111111111112,124.25611111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/330
8987,Duroa,"",MALUKU,Kab. MALUKU TENGGARA,"","","-5.446111111111112,132.7011111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/8987
9058,Sua,"",MALUKU,Kab. MALUKU TENGGARA,"","","-5.469444444444445,132.7361111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9058
9597,Langargwari,"",MALUKU,Kab. KEPULAUAN ARU,"","","-5.84052,134.75383",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9597
9672,Ngeyam Madamar,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.226111111111111,134.3813888888889",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9672
9827,Waser,"",MALUKU,Kab. KEPULAUAN ARU,"","","-5.84207,134.7688888888889",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9827
9360,Dadisarang Sinnani,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.301111111111111,134.7458333333333",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9360
9432,Goil,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.554166666666666,134.21388888888887",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9432
9286,Tatumbu,"",MALUKU,Kab. SERAM BAGIAN BARAT,"","","-3.0213888888888887,128.08416666666668",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9286
9139,Langla Nus,"",MALUKU,Kab. MALUKU TENGGARA BARAT,"","","-7.119999999999999,131.61333333333332",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9139
9214,Igar,"",MALUKU,Kab. SERAM BAGIAN TIMUR,"","","-4.345833333333333,131.5563888888889",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9214
9512,Kaihebi,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.289722222222222,134.31555555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9512
9749,Sirbel,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.482065,134.48365222222222",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9749
8988,Elantel,"",MALUKU,Kab. MALUKU TENGGARA,"","","-5.737180555555556,132.1700138888889",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/8988
430,ASUTUBUN,"",MALUKU,Kab. MALUKU TENGGARA BARAT,TANIMBAR SELATAN,"","-8.051944444444445,130.69944444444442",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/430
9598,Lar,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.3875,134.355",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9598
331,WETAR,"",MALUKU,Kab. MALUKU BARAT DAYA,WETAR,"","-7.8052777777777775,126.26611111111112",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/331
9828,Wasir,"",MALUKU,Kab. KEPULAUAN ARU,"","","-5.51321,134.26805555555558",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9828
9059,Syahadat,"",MALUKU,Kab. MALUKU TENGGARA,"","","-5.717528611111112,132.2735741666667",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9059
9361,Dai,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.403888888888889,134.38472222222222",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9361
9433,Goler,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.833333333333333,134.48083333333332",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9433
9673,Ngeyam Tarahan,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.2325,134.3802777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9673
9287,Tea Nusa,"",MALUKU,Kab. SERAM BAGIAN BARAT,"","","-2.9630555555555556,127.86805555555554",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9287
9513,Kaikaijuring,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.385833333333334,134.3752777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9513
9215,Kefing,"",MALUKU,Kab. SERAM BAGIAN TIMUR,"","","-3.8725,130.86222222222221",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9215
9750,Sirjoir,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.477222222222222,134.13555555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9750
9141,Lewar Nus,"",MALUKU,Kab. MALUKU TENGGARA BARAT,"","","-7.1866666666666665,131.51333333333332",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9141
8989,Elbib,"",MALUKU,Kab. MALUKU TENGGARA,"","","-5.755489166666667,132.173485",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/8989
9829,Wayakako,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.203055555555555,134.21305555555554",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9829
9599,Larbata Belakang,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.521944444444444,134.2122222222222",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9599
9674,Ngoba,"",MALUKU,Kab. KEPULAUAN ARU,"","","-5.335277777777778,134.51941000000002",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9674
431,BATARKUSU,"",MALUKU,Kab. MALUKU TENGGARA BARAT,TANIMBAR SELATAN,"","-8.341666666666667,129.17944444444444",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/431
332,KISAR,"",MALUKU,Kab. MALUKU BARAT DAYA,WONRELI,"","-8.061666666666667,126.81416666666667",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/332
9362,Dakeba Kwakwa,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.275555555555555,134.44",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9362
9434,Gomanin,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.253055555555555,134.39527777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9434
9060,Ta Nuhu,"",MALUKU,Kab. MALUKU TENGGARA,"","","-5.907500000000001,132.46416666666664",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9060
9751,Sirlau,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.318888888888889,134.35666666666665",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9751
9514,Kairatakgoria Jina,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.1913888888888895,134.31305555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9514
9288,Tikus,"",MALUKU,Kab. SERAM BAGIAN BARAT,"","","-3.072754166666667,128.02592222222225",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9288
9216,Kelilau,"",MALUKU,Kab. SERAM BAGIAN TIMUR,"","","-3.8471519444444446,130.77248472222223",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9216
9142,Manuk,"",MALUKU,Kab. MALUKU TENGGARA BARAT,"","","-7.7525,131.02083333333334",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9142
8990,Elkuruk,"",MALUKU,Kab. MALUKU TENGGARA,"","","-5.735388888888889,132.17078027777777",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/8990
9600,Larbata Muka,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.518888888888889,134.21444444444444",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9600
9675,Ngomukukin,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.225833333333333,134.36138888888888",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9675
9830,Wehindamhiu,"",MALUKU,Kab. KEPULAUAN ARU,"","","-5.58054,134.63718",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9830
9363,Dakeba Sinnani,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.27,134.42166666666665",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9363
9435,Gorangai,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.3052777777777775,134.3713888888889",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9435
9515,Kairatakgoria Sisiay,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.190277777777778,134.31555555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9515
