Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal
13981,Habe,"",PAPUA,Kab. MERAUKE,"",,"-8.242222222222221,139.44222222222223"
14094,Fiawow Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9046555555555555,136.35365638888888"
14252,Kapar Mios,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.01,134.975"
14117,Kayari Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.6598152777777777,135.46840583333332"
14055,Adiataf Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9016666666666666,136.3413888888889"
14004,Pane,"",PAPUA,Kab. JAYAPURA,"",,"-2.351388888888889,140.15861111111113"
14261,Kodon Suru Mios,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2408333333333335,136.29472222222222"
14031,Kunure,"",PAPUA,Kab. NABIRE,"",,"-3.0962891666666668,135.60589305555555"
14452,Krei,"",PAPUA,Kab. SUPIORI,"",,"-0.8316666666666667,135.50472222222223"
14008,Yo Kepou,"",PAPUA,Kab. JAYAPURA,"",,"-2.437777777777778,140.35166666666666"
14025,Hinabua,"",PAPUA,Kab. NABIRE,"",,"-2.913611111111111,134.82777777777778"
14326,Anjing,"",PAPUA,Kab. MIMIKA,"",,"-4.912519722222223,136.88202083333334"
14003,Pane Ujung,"",PAPUA,Kab. JAYAPURA,"",,"-2.3497222222222223,140.15583333333333"
14329,Puriri,"",PAPUA,Kab. MIMIKA,"",,"-4.911652222222223,136.8198561111111"
14067,Apanderap,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.6911111111111112,135.59055555555557"
14300,Risenwamurem Suru,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2308333333333334,136.2938888888889"
14062,Aiwapi Kecil,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.4811111111111113,135.01638888888888"
14446,Kondi Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.8275,135.49527777777777"
13994,Kariye Kecil Kepou,"",PAPUA,Kab. JAYAPURA,"",,"-2.401388888888889,140.25416666666666"
13999,Ounangko,"",PAPUA,Kab. JAYAPURA,"",,"-2.435277777777778,140.35194444444443"
14335,Kosong,"",PAPUA,Kab. SARMI,"",,"-1.6430555555555555,138.7752777777778"
14111,Karoupi Besar,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.4802777777777778,135.01833333333335"
14248,Jouwindi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.1649474999999998,136.61667194444445"
14088,Diataf Kecil Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.921111111111111,136.36805555555557"
14271,Mioskapar Oser,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.217583888888889,136.32805555555555"
14465,Manis,"",PAPUA,Kab. SUPIORI,"",,"-0.8366666666666667,135.50166666666667"
14478,Mgafaki,"",PAPUA,Kab. SUPIORI,"",,"-0.8177777777777777,135.49055555555555"
14448,Kopafudi,"",PAPUA,Kab. SUPIORI,"",,"-0.7761619444444445,135.47906111111112"
14377,Bebur Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.7601544444444445,135.4709611111111"
14250,Kapaf Oser Mios,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2874999999999999,136.3138888888889"
14459,Mandun Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.6419444444444444,135.44472222222223"
14131,Mangkahani,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.4711111111111113,135.01194444444445"
14207,Abummansaman,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.0396744444444446,134.94500888888888"
14393,Bum Beba,"",PAPUA,Kab. SUPIORI,"",,"-0.7583061111111111,135.46930833333334"
14232,Bumsi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.0099866666666666,134.79383583333333"
14155,Remoi Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.4736111111111112,135.00972222222222"
14092,Farai Kecil Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9083155555555555,136.33909333333335"
14288,Pai,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2137452777777777,136.44117083333333"
14201,Abumbawe Kasun,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.0231252777777777,134.94581"
14046,Roriegi,"",PAPUA,Kab. NABIRE,"",,"-2.879166666666667,134.82416666666666"
14056,Afurandof,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.8905019444444444,136.33296555555555"
14227,Besifer Suru,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2494444444444446,136.3175"
14132,Mani Barat Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.706388888888889,135.66972222222222"
14533,Fun Ujung,"",PAPUA,KOTA JAYAPURA ,"",,"-2.618888888888889,140.76694444444445"
14321,Yeri,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.155268611111111,136.62383916666667"
14033,Madiana,"",PAPUA,Kab. NABIRE,"",,"-2.886111111111111,134.85333333333332"
14542,Sibir,"",PAPUA,KOTA JAYAPURA ,"",,"-2.611111111111111,140.77611111111113"
14076,Arurempi,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.4847222222222223,135.35194444444443"
14417,Imsomfari,"",PAPUA,Kab. SUPIORI,"",,"-0.8836111111111111,135.64694444444444"
14433,Inumberi Beba,"",PAPUA,Kab. SUPIORI,"",,"-0.7585577777777778,135.47010583333335"
14045,Rori,"",PAPUA,Kab. NABIRE,"",,"-3.049444444444444,134.86166666666665"
14523,Wandebori Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.8030555555555556,135.54111111111112"
14209,Abumwarberikdi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.0327777777777778,134.9336111111111"
14152,Pindotu Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.6738888888888888,135.56611111111113"
14491,Kori Nu,"",PAPUA,Kab. SUPIORI,"",,"-0.8741666666666666,135.4452777777778"
14413,Frindisbari,"",PAPUA,Kab. SUPIORI,"",,"-0.8180555555555555,135.48944444444444"
14082,Bawei,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.8941666666666666,135.8125"
14183,Wawaruk,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.472777777777778,135.0088888888889"
14348,Kumkum,"",PAPUA,Kab. WAROPEN,"",,"-2.012777777777778,137.18472222222223"
14041,Purure,"",PAPUA,Kab. NABIRE,"",,"-2.9883333333333333,134.85"
14538,Injros,"",PAPUA,KOTA JAYAPURA ,"",,"-2.5972222222222223,140.70702805555555"
14427,Insombabi,"",PAPUA,Kab. SUPIORI,"",,"-0.8785855555555556,135.4465213888889"
13984,Rep Yam,"",PAPUA,Kab. MERAUKE,"",,"-9.124444444444444,140.9788888888889"
14475,Mawampondi,"",PAPUA,Kab. SUPIORI,"",,"-0.7894444444444444,135.46416666666664"
14187,Wopiwore,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.6911111111111112,135.58694444444444"
14109,Karaumpi,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9428363888888889,136.30831972222222"
14171,Tumpapa,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.6073552777777778,135.52836111111114"
14263,Krisiro,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.059115,134.9250647222222"
14086,Bua Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.902222222222222,136.355"
14051,Uti Nuta,"",PAPUA,Kab. NABIRE,"",,"-2.9361111111111113,135.73"
14312,Tenggere,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.1524999999999999,136.28250000000003"
13986,Ajakua,"",PAPUA,Kab. JAYAPURA,"",,"-2.4372222222222226,140.55916666666667"
14494,Oransbari,"",PAPUA,Kab. SUPIORI,"",,"-0.7627447222222222,135.47218388888888"
14143,Nurprur Besar,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.6122222222222222,135.42249999999999"
14091,Farai Besar Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9081016666666666,136.34113250000001"
14389,Bobyor,"",PAPUA,Kab. SUPIORI,"",,"-0.7743191666666667,135.47703916666666"
14193,Yenusi Marau,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.7118991666666665,135.6857486111111"
14457,Manairu,"",PAPUA,Kab. SUPIORI,"",,"-0.665,135.3713888888889"
14286,Owi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2420569444444445,136.20866916666665"
14192,Yapen,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.7572222222222222,136.15694444444446"
14483,Mraf Beba Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.81,135.4788888888889"
14202,Abumbruyadori,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.0368272222222223,134.94184416666667"
14345,Yamna Kecil,"",PAPUA,Kab. SARMI,"",,"-2.0344444444444445,139.24027777777778"
14247,Insumekem,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.0077777777777779,134.9777777777778"
14379,Bekarna Beba Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.8544444444444445,135.6711111111111"
14319,Wowinbori,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.121898888888889,135.8175911111111"
338,LIKI,"",PAPUA,Kab. SARMI,"",,"-1.6055555555555556,-137.2725"
14415,Hawaik,"",PAPUA,Kab. SUPIORI,"",,"-0.8008333333333334,135.52361111111114"
14332,Anus,"",PAPUA,Kab. SARMI,"",,"-2.1319444444444446,139.51166666666666"
14525,Yerri Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.8825000000000001,135.63833333333332"
14015,Bari Nuta,"",PAPUA,Kab. NABIRE,"",,"-3.102222222222222,135.15722222222223"
14244,Insarauki Oser,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.245277777777778,136.3186111111111"
14424,Insenfdi,"",PAPUA,Kab. SUPIORI,"",,"-0.8083333333333333,135.5238888888889"
14191,Wowa Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.7682594444444444,135.8120463888889"
14241,Impurmi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.0094444444444444,134.9738888888889"
422,LAAG,"",PAPUA,Kab. ASMAT,-,,"-5.285,-136.4225"
14156,Remoipi Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.476388888888889,135.0102777777778"
14302,Rurbas Beba,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.3089530555555555,136.2080983333333"
14126,Mainu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.6688888888888886,135.47083333333333"
14540,Metureby,"",PAPUA,KOTA JAYAPURA ,"",,"-2.595555555555556,140.70694444444445"
14420,Insandewi,"",PAPUA,Kab. SUPIORI,"",,"-0.7444444444444444,135.41472222222222"
14298,Risenwamurem Kior,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2297222222222224,136.29583333333332"
14508,Sariasi Kasun,"",PAPUA,Kab. SUPIORI,"",,"-0.65,135.41333333333333"
14470,Mansurbabo,"",PAPUA,Kab. SUPIORI,"",,"0.9302777777777778,134.30861111111113"
14006,Temangtemang ,"",PAPUA,Kab. JAYAPURA,"",,"-2.4361111111111113,140.35055555555556"
14251,Kapaf Suru Mios,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2859616666666664,136.3125"
14383,Bepampam Beba Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.8008333333333334,135.4777777777778"
14368,Arwai Kasun,"",PAPUA,Kab. SUPIORI,"",,"-0.7510369444444445,135.47272777777778"
14387,Besyom Eser Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.7553561111111111,135.47500444444444"
14469,Mansorom,"",PAPUA,Kab. SUPIORI,"",,"-0.7730555555555556,135.47861111111112"
14306,Samios,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.0858208333333332,135.79401277777777"
14142,Nikiapi,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9064791666666665,136.37389444444446"
14381,Bemgir Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.7927777777777778,135.4661111111111"
14503,Rani,"",PAPUA,Kab. SUPIORI,"",,"-0.9551513888888888,135.50045444444444"
14255,Karmonsaren Suru,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2175,136.32"
14065,Ambaruref,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9017269444444445,136.36039166666666"
14239,Imbidar Oser,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2211783333333335,136.31028111111112"
14122,Kowei Miosnum,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.4730555555555558,135.16444444444446"
14050,Si,"",PAPUA,Kab. NABIRE,"",,"-3.1533333333333333,135.6577777777778"
14441,Karel,"",PAPUA,Kab. SUPIORI,"",,"-0.8158333333333334,135.48916666666665"
14364,Arpos,"",PAPUA,Kab. SUPIORI,"",,"-0.8751236111111111,135.62838000000002"
14473,Marikiob,"",PAPUA,Kab. SUPIORI,"",,"-0.7612972222222222,135.47193305555555"
14002,Pane Timur,"",PAPUA,Kab. JAYAPURA,"",,"-2.3516666666666666,140.15833333333333"
14133,Mani Kecil Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.7066666666666666,135.67055555555555"
14280,Numfor Bepon,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.1366475,134.9123277777778"
14029,Kikir,"",PAPUA,Kab. NABIRE,"",,"-3.0414841666666668,134.85733166666665"
14310,Sipu Mios,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.1908333333333334,136.09444444444446"
14500,Praf Kasun Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.8075,135.47861111111112"
14405,Faknikyadori Kasun,"",PAPUA,Kab. SUPIORI,"",,"-0.7433333333333333,135.41611111111112"
14140,Mundaung,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.757996111111111,135.78945916666666"
14272,Mioskapar Suru,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2172725000000002,136.32885527777776"
14259,Kbori,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.317675,136.61500972222223"
14270,Mioskapar Kior,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2174719444444446,136.330395"
14208,Abumsandau,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.0344444444444445,134.93722222222223"
14030,Kumburi,"",PAPUA,Kab. NABIRE,"",,"-3.0094444444444446,135.05666666666667"
14323,Yumndi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2216666666666667,136.3538888888889"
14404,Faknikyadori Beba,"",PAPUA,Kab. SUPIORI,"",,"-0.7430555555555555,135.4152777777778"
13988,Anai,"",PAPUA,Kab. JAYAPURA,"",,"-2.4025,140.23277777777778"
14176,Wamari,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.5025,135.36722222222224"
14535,Guri,"",PAPUA,KOTA JAYAPURA ,"",,"-2.554722222222222,140.7188888888889"
340,BRAS,"",PAPUA,Kab. SUPIORI,"",,"0.9166666666666666,-133.6675"
14245,Insarauki Suru,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2466666666666668,136.31805555555556"
14468,Mansaro Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.6422222222222221,135.43861111111113"
14530,Fun Tengah,"",PAPUA,KOTA JAYAPURA ,"",,"-2.6197222222222223,140.76777777777778"
14120,Konggoni,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9512452777777778,136.31475111111112"
14222,Bawe Kasun,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.0096794444444444,134.94330250000002"
14426,Insomandi,"",PAPUA,Kab. SUPIORI,"",,"-0.8595052777777777,135.43559916666666"
14472,Marab,"",PAPUA,Kab. SUPIORI,"",,"0.9122988888888889,134.3257261111111"
14439,Kapapu Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.8269444444444445,135.4997222222222"
14018,Botre,"",PAPUA,Kab. NABIRE,"",,"-2.885,134.85416666666666"
14509,Sarwori Beba,"",PAPUA,Kab. SUPIORI,"",,"-0.8391666666666667,135.49777777777777"
14073,Arif,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.8725,136.33444444444444"
14020,Buri Nu,"",PAPUA,Kab. NABIRE,"",,"-3.289722222222222,135.09361111111113"
14283,Nusi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2831994444444443,136.41164694444444"
14325,Amamapare,"",PAPUA,Kab. MIMIKA,"",,"-4.847777777777777,136.7813888888889"
14119,Kondireng,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.7677777777777777,135.8363888888889"
13993,Kariye Besar Kepou,"",PAPUA,Kab. JAYAPURA,"",,"-2.4012755555555554,140.25311888888888"
14519,Supiori,"",PAPUA,Kab. SUPIORI,"",,"-0.7288888888888889,135.5688888888889"
14023,Here Uti,"",PAPUA,Kab. NABIRE,"",,"-3.0943647222222226,135.60367083333333"
14007,Waibo,"",PAPUA,Kab. JAYAPURA,"",,"-2.436388888888889,140.60194444444443"
13983,Komolom,"",PAPUA,Kab. MERAUKE,"",,"-8.27817888888889,138.74617277777776"
14196,Yerui,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.511388888888889,135.21527777777777"
14299,Risenwamurem Oser,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2322222222222223,136.29305555555555"
14236,Fayowi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.1206469444444445,135.81699"
14124,Kurudu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.8444486111111114,137.00892833333333"
14474,Mawa Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.7758452777777778,135.48041111111112"
14362,Anyamdi Kasun,"",PAPUA,Kab. SUPIORI,"",,"-0.8272222222222222,135.49777777777777"
14212,Adorwiarek,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.1211566666666668,135.81718416666666"
14398,Dua Suru,"",PAPUA,Kab. SUPIORI,"",,"0.914465,134.32651166666668"
14419,Ineki Kasun,"",PAPUA,Kab. SUPIORI,"",,"-0.8742277777777778,135.5409713888889"
14273,Napundai,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.0335480555555556,135.82413805555555"
14460,Mandundi,"",PAPUA,Kab. SUPIORI,"",,"-0.6372222222222222,135.35944444444445"
14268,Mangguandi Mios,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2806194444444443,136.6"
14024,Here,"",PAPUA,Kab. NABIRE,"",,"-3.0975,135.5988888888889"
14438,Kansai Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.8155555555555556,135.4886111111111"
14069,Arif Selatan,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.8711111111111112,136.335"
14352,Binar,"",PAPUA,Kab. ASMAT,"",,"-5.209504444444445,137.51606194444443"
14052,Warahire,"",PAPUA,Kab. NABIRE,"",,"-3.104722222222222,135.54694444444445"
14129,Mandena,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.4786111111111113,135.01388888888889"
14235,Ensasre,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.151111111111111,136.28666666666666"
421,FANILDO,"",PAPUA,Kab. SUPIORI,DISTRIK SUPIORI BARAT,,"0.9369444444444445,-133.69444444444443"
14195,Yeromi,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.4841666666666666,135.34194444444447"
14409,Fani Kasun,"",PAPUA,Kab. SUPIORI,"",,"-0.6377502777777777,135.36153388888889"
14471,Maondi Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.6449425,135.36126277777777"
14070,Arif Tengah,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.8708333333333333,136.33472222222224"
14240,Imbidar Suru,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2186111111111113,136.31555555555556"
14138,Matiru Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.4811111111111113,135.30027777777778"
14487,Munsaki,"",PAPUA,Kab. SUPIORI,"",,"-0.820116111111111,135.47181750000001"
14230,Bromsi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2089655555555554,136.59837194444447"
14058,Aibondeni,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.6958572222222221,135.6044211111111"
14292,Pudwar Kior,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2172222222222224,136.32444444444445"
14127,Maipi,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9249999999999998,136.36166666666665"
14412,Frindisba,"",PAPUA,Kab. SUPIORI,"",,"-0.8238888888888889,135.52444444444447"
14510,Sarwori Fadu,"",PAPUA,Kab. SUPIORI,"",,"-0.8388888888888889,135.4986111111111"
14407,Fandus,"",PAPUA,Kab. SUPIORI,"",,"-0.6341666666666667,135.44694444444445"
14123,Kowei,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.6335402777777777,135.81742916666667"
14370,Awini,"",PAPUA,Kab. SUPIORI,"",,"-0.7804466666666667,135.4782438888889"
14304,Sabukan,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.1611958333333332,136.62744722222223"
14350,Poiwai,"",PAPUA,Kab. WAROPEN,"",,"-1.8772222222222223,137.09472222222223"
14032,Kuwam,"",PAPUA,Kab. NABIRE,"",,"-2.276111111111111,134.86499999999998"
14477,Menyusfus,"",PAPUA,Kab. SUPIORI,"",,"-0.8408333333333333,135.68194444444444"
14382,Bendi Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.6502061111111112,135.3650972222222"
14107,Kamunuri,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.6122497222222223,135.55286055555555"
14337,Masimasi,"",PAPUA,Kab. SARMI,"",,"-2.0052777777777777,139.13583333333332"
14211,Abyab Mios,"",PAPUA,Kab. BIAK NUMFOR,"",,"-0.6928322222222222,135.83227666666667"
14182,Warikumandefaf,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.8908333333333334,136.32999999999998"
14305,Samakuri,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2513888888888889,136.6995838888889"
14366,Arwai Beba,"",PAPUA,Kab. SUPIORI,"",,"-0.7500841666666667,135.4746352777778"
14394,Bum Kasun,"",PAPUA,Kab. SUPIORI,"",,"-0.7511761111111112,135.4674488888889"
14099,Hibiru,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.642263888888889,135.86963083333333"
