Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal
8346,Mataradu,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.909583333333334,122.7605"
8258,Bungintaburi,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.9286111111111115,122.27444444444444"
8600,Pusua Nubeka,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.5690269444444445,123.82953416666666"
8655,Watusakau,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.4783333333333335,123.79027777777777"
8499,Batumandi,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-4.897222222222222,122.06944444444444"
8522,Anano Arumba Assa,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.293604444444444,124.29952694444444"
8433,Kadatua,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.5313888888888885,122.49416666666667"
8439,Komearate,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.163055555555556,123.07"
8344,Matanolatu Selatan,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.888199999999999,122.7537"
8634,Tonuapovelea,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.551316944444444,123.87426444444444"
8526,Anano,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.295077222222222,124.29687333333334"
8742,Wacuea Witaitonga,"",SULAWESI TENGGARA,Kab. BUTON UTARA,"","","-4.819999999999999,123.08999999999999"
8579,Lontolonto,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.385992777777778,123.60183388888888"
8619,Simpora,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.392023611111112,123.5972425"
8568,Laronutee,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.35361111111111,123.54916666666666"
8244,Barigau Timur,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.88885,122.75815"
8423,Batumandawu Dua,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.690555555555556,122.7275"
8294,Labokeo Kecil,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.927183333333334,122.7605"
8216,Batumandi,"",SULAWESI TENGGARA,Kab. KOLAKA,"","","-4.181388888888889,121.48944444444444"
8269,Ghodo Utara,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.90339,122.75714"
8409,Wandolola,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.897216666666666,122.76495"
8695,Kayudakka,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.4994444444444444,122.42583333333334"
8647,Watugalasi,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.543888888888889,123.8711111111111"
8544,Kangka,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.463681944444445,123.77912944444445"
8573,Leluha,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.587222222222222,123.82666666666667"
8587,Ngaro Bahiti,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.533333333333333,123.86194444444443"
8725,Tukohpadinding Kima,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.4925,122.46555555555555"
8422,Batulonde,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.170555555555556,123.06861111111111"
8716,Sisik,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.5000725,122.31998444444444"
8402,Tobea Kecil,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.574429722222222,122.68888222222223"
8578,Loho Tooge,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.423333333333334,123.59638888888888"
8554,Kota,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.335833333333333,124.3475"
8516,Soppe,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-4.813055555555556,121.6525"
8660,Wembe,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.487777777777778,123.73361111111112"
8636,Towaha,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.358888888888888,123.53833333333333"
8328,Liwutobari,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.909866666666667,122.75983333333333"
8533,Furukapala,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.538611111111111,123.86861111111111"
8684,Batutira,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.4580555555555557,122.39583333333334"
8359,Munante,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.934444444444445,122.80111111111111"
8322,Lima Rua,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.893149166666666,122.77181555555555"
8715,Sikampali ,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.506111111111111,122.43972222222223"
8482,Palioboru,"",SULAWESI TENGGARA,Kab. KONAWE SELATAN,"","","-4.131866111111111,122.83057944444444"
8692,Jompi Tengah,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.4672222222222224,122.39888888888889"
8223,Lambasina Kecil,"",SULAWESI TENGGARA,Kab. KOLAKA,"","","-4.081388888888888,121.33527777777778"
8395,Teluktongkuno Tengah,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.97027,122.72028"
8330,Liwuwandala Kecil,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.902222222222223,122.762"
8677,Batudua,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.492777777777778,122.42222222222223"
8421,Batulonde Kecil,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.169444444444445,123.06972222222223"
8502,Dahudahu,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-5.224166666666667,122.075"
8680,Batumapara Matellu,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.491111111111111,122.42055555555557"
8460,Talaga Balano,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.508055555555556,122.03194444444445"
8420,Batubanawa,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.28,122.71000000000001"
8334,Maginti,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.836762222222222,122.19248805555556"
8690,Jompi ,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.464151666666667,122.39855944444444"
8593,Pahara Tongatonga,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.388333333333334,123.61416666666666"
8503,Damalawa Besar,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-5.298333333333333,122.06444444444445"
8536,Golagola,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.803676111111111,123.90463138888889"
8696,Labengki Besar,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.456666666666667,122.42916666666667"
8509,Koofano,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-4.842777777777777,122.11666666666666"
8722,Tukohmataha ,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.4716666666666667,122.48333333333333"
8374,Rengku Kecil,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.902966666666667,122.7675"
8717,Titiras,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.5044444444444443,122.3175"
8488,Watulumango,"",SULAWESI TENGGARA,Kab. KONAWE SELATAN,"","","-4.226703333333333,122.90481055555556"
8301,Lamanukia Selatan,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.88683,122.74484"
8638,Tuwutuwu,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.800277777777778,124.33305555555555"
8264,Ghilei,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.929666666666667,122.75755"
8549,Kerakera Hoga,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.466666666666667,123.78194444444445"
8506,Dudu Kecil,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-5.143888888888889,121.86694444444444"
8373,Rengku Dalam,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.9030555555555555,122.76777777777778"
8405,Wakata Selatan,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.95375,122.76143333333333"
8462,Wacuata,"",SULAWESI TENGGARA,Kab. BUTON,"","","-6.2,122.69"
8368,Pasipadanga,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.971248055555556,122.17405916666667"
8659,Wawonga,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.476388888888889,123.77916666666667"
8602,Roa,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.566111111111111,123.8586111111111"
8614,Sampua Tooge Tolu,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.590277777777778,123.825"
8507,Galusa,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-4.661944444444445,122.03583333333333"
8435,Kaliwu Liwuto,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.52885,122.47213777777777"
8675,Watumolomba,"",SULAWESI TENGGARA,Kab. KOLAKA UTARA,"","","-2.9880555555555555,121.07333333333332"
8625,Tadupuka,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.546666666666667,123.84888888888888"
8691,Jompi Selatan,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.4683333333333333,122.39972222222222"
