Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal,PPK URL
1213,Baturusa Ketek,"",SUMATERA UTARA,Kab. MANDAILING NATAL,"","","0.8466666666666667,98.9713888888889",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1213
698,Maole Ujung,"",SUMATERA UTARA,Kab. NIAS SELATAN,"","","0.7305555555555555,97.64611111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/698
774,Ole,"",SUMATERA UTARA,Kab. SIMALUNGUN,"","","2.729722222222222,98.86444444444444",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/774
699,Masa,"",SUMATERA UTARA,Kab. NIAS SELATAN,Hibala,"","-0.04555555555555556,98.4961111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/699
1214,Batutongga,"",SUMATERA UTARA,Kab. MANDAILING NATAL,"","","0.3472222222222222,99.10916666666667",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1214
1215,Batuubi,"",SUMATERA UTARA,Kab. MANDAILING NATAL,"","","0.3505555555555555,99.11277777777777",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1215
776,Bakar,"",SUMATERA UTARA,Kab. TAPANULI TENGAH,Baridi,"","1.5772222222222223,98.71777777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/776
1216,Baurusa Gadang,"",SUMATERA UTARA,Kab. MANDAILING NATAL,"","","0.8472222222222222,98.98833333333333",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1216
701,Memong,"",SUMATERA UTARA,Kab. NIAS SELATAN,Pulau - pulau Batu,"","0.050555555555555555,98.29861111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/701
1217,Buayo,"",SUMATERA UTARA,Kab. MANDAILING NATAL,"","","0.7620027777777778,99.04016805555555",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1217
1218,Gadang,"",SUMATERA UTARA,Kab. MANDAILING NATAL,"","","0.7649461111111111,99.03769388888888",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1218
778,Bangke,"",SUMATERA UTARA,Kab. TAPANULI TENGAH,Tapian Nauli,"","1.6763888888888887,98.54694444444445",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/778
703,Nujagia,"",SUMATERA UTARA,Kab. NIAS SELATAN,Hibala,"","-0.4772222222222222,98.51861111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/703
1219,Ilik,"",SUMATERA UTARA,Kab. MANDAILING NATAL,"","","0.2702777777777778,98.82194444444444",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1219
779,Batuhitam,"",SUMATERA UTARA,Kab. TAPANULI TENGAH,Tapian Nauli,"","1.6813888888888888,98.53861111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/779
1220,Ingawan,"",SUMATERA UTARA,Kab. MANDAILING NATAL,"","","0.7786111111111111,99.00611111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1220
780,Batulayar,"",SUMATERA UTARA,Kab. TAPANULI TENGAH,Tapian Nauli,"","1.5647222222222223,98.5736111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/780
705,Nujakali,"",SUMATERA UTARA,Kab. NIAS SELATAN,Pulau - pulau Batu,"","-0.10777777777777778,98.28861111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/705
1221,Kaderui,"",SUMATERA UTARA,Kab. MANDAILING NATAL,"","","0.7672222222222222,99.04333333333334",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1221
781,Batumandi,"",SUMATERA UTARA,Kab. TAPANULI TENGAH,Tapian Nauli,"","1.5644444444444445,98.57333333333332",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/781
