Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal,PPK URL
2222,Ayam Besar,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-3.0739825,108.26912833333333",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2222
2068,Dapur Kecil ,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"","","-3.1302777777777777,106.51472222222222",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2068
2144,Batubetingjabik,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.5802777777777777,105.61583333333333",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2144
1997,Langer,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"","","-2.805104722222222,107.37059166666666",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1997
1923,Mengkudu,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"","","-1.498888888888889,105.88277777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1923
2223,Ayam Kecil,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-3.061111111111111,108.27527777777777",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2223
2069,Dapur,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"","","-3.1330555555555555,106.51555555555555",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2069
2301,Karangtelagapahat Selatan,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-2.5613888888888887,108.55111111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2301
2145,Batubundek,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.5992344444444446,105.62277777777777",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2145
2224,Bakau,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-2.686944444444445,108.41666666666667",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2224
1924,Mentigi,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"","","-1.5294444444444444,105.69",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1924
1998,Lengkuas,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"","","-2.53693,107.61954583333333",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1998
2070,Daun,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"","","-2.9025,106.22222222222223",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2070
2302,Karangtelagapahat Utara,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-2.5549999999999997,108.55027777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2302
2071,Ibul,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"","","-2.89,106.76861111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2071
2146,Batubunter,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.6233377777777778,105.37010833333332",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2146
2225,Bakaujao,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-2.672222222222222,108.42277777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2225
1925,Mondong,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"","","-2.2108333333333334,105.78083333333333",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1925
1999,Limausering,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"","","-2.533333333333333,107.83888888888889",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1999
2303,Karangtempuling Barat,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-2.5726319444444443,108.74874305555555",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2303
2147,Batudatek,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-2.1191666666666666,105.6575",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2147
2226,Batuacok,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-3.206666666666667,108.08555555555554",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2226
2072,Karangabang,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"","","-3.006388888888889,106.44305555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2072
2000,Lutong,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"","","-2.5879652777777777,107.61735472222222",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2000
1926,Mundo,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"","","-2.211666666666667,105.77305555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1926
2304,Karangtempuling Timur,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-2.5721886111111107,108.74974194444445",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2304
2227,Batuatuat,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-3.2647222222222223,107.9775",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2227
2148,Batuguntur,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.6374955555555555,105.70500416666667",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2148
2305,Karangtigepulo,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-3.195,108.3086111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2305
1927,Padi,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"","","-1.7322222222222223,105.75638888888889",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1927
