Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal,PPK URL
1784,Setigalok,"",LAMPUNG,Kab. LAMPUNG SELATAN,"","","-5.81612,105.54521",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1784
1861,Kepala Siuncal,"",LAMPUNG,Kab. PESAWARAN,"","","-5.78188,105.3122",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1861
1785,Sindu,"",LAMPUNG,Kab. LAMPUNG SELATAN,"","","-5.88817,105.73896",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1785
1862,Lahu Lunik,"",LAMPUNG,Kab. PESAWARAN,"","","-5.54421,105.26368",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1862
1863,Legongkae Selatan,"",LAMPUNG,Kab. PESAWARAN,"","","-5.78295,105.22054",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1863
1786,Sulah,"",LAMPUNG,Kab. LAMPUNG SELATAN,"","","-5.54658,105.34429",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1786
1864,Legongkae,"",LAMPUNG,Kab. PESAWARAN,"","","-5.78178,105.22219",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1864
1787,Suling,"",LAMPUNG,Kab. LAMPUNG SELATAN,"","","-5.751944444444445,105.80615999999999",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1787
1865,Legundi Tua,"",LAMPUNG,Kab. PESAWARAN,"","","-5.8273399999999995,105.31694444444445",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1865
1788,Sumur,"",LAMPUNG,Kab. LAMPUNG SELATAN,"","","-5.85865,105.76191",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1788
1866,Legundi,"",LAMPUNG,Kab. PESAWARAN,"","","-5.82282,105.2772",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1866
1789,Tumpul Lunik,"",LAMPUNG,Kab. LAMPUNG SELATAN,"","","-5.84592,105.77576",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1789
1867,Lelangga Balak,"",LAMPUNG,Kab. PESAWARAN,"","","-5.73121,105.23077",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1867
1790,Tumpul,"",LAMPUNG,Kab. LAMPUNG SELATAN,"","","-5.845079999999999,105.77702",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1790
1868,Lelangga Lunik,"",LAMPUNG,Kab. PESAWARAN,"","","-5.7180425,105.24368416666667",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1868
1791,Umang,"",LAMPUNG,Kab. LAMPUNG SELATAN,"","","-5.929670000000001,105.51486",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1791
1869,Lok,"",LAMPUNG,Kab. PESAWARAN,"","","-5.74641,105.17466",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1869
1793,Batugurih,"",LAMPUNG,Kab. LAMPUNG BARAT,"","","-5.118611111111111,103.8386111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1793
